"id","prefLabel","displayLabel","definition","status","altLabel","labelTypes","notes","noteTypes","examples","collections","schemes","paths","tags"
"vmc:c-00001F","Creative Work","creativeWork","A uniquely identified production.","published","Title | Production | Program | Show | creativeWork","alternate | alternate | alternate | alternate | omcToken","","","","coll:omc-001FB","","creativeWork",""
"omc:0029D","Cs","Cs","Center Surround channel","published","Cs","omcToken","","","","coll:omc-0025B","","Cs",""
"omc:0028C","CTR","CTR","Commentator: audio content information.","published","CTR","omcToken","","","","coll:omc-002AD","","CTR",""
"omc:00179","cube","cube","","published","cube","omcToken","","","","coll:omc-00175","","cube",""
"omc:001AE","cubeFaceEnvironment","cubeFaceEnvironment","","published","cubeFaceEnvironment","omcToken","","","","coll:omc-00199","","cubeFaceEnvironment",""
"omc:001AB","cubeFaceShadow","cubeFaceShadow","","published","cubeFaceShadow","omcToken","","","","coll:omc-00199","","cubeFaceShadow",""
"omc:0017A","cylinder","cylinder","","published","cylinder","omcToken","","","","coll:omc-00175","","cylinder",""
"omc:0006E","daily","proxy.daily","A type of video proxy.","published","daily","omcToken","","","","coll:omc-0002B","","proxy.daily",""
"vmc:c-00001D","Depiction","depiction","The representation of a Narrative Entity (See Part 2A: Narrative Elements) by a production entity in the Creative Work, specified or implied by the Script.","published","depiction","omcToken","","","","coll:omc-000B9","","depiction",""
"omc:001A6","depthMap","depthMap","","published","depthMap","omcToken","","","","coll:omc-00198","","depthMap",""
"omc:0019A","diffuse","diffuse","","published","diffuse","omcToken","","","","coll:omc-00198","","diffuse",""
"vmc:c-000038","Digital Asset","digital","Information that exists as digital data.","published","digital","omcToken","","","","coll:omc-00033","","digital",""
"vmc:c-00003A","Digital Data","digital.data","An Asset Structure composed of digital data.","published","data","omcToken","","","","coll:omc-00033","","digital.data",""
"omc:00287","DIR","DIR","Director: audio content information.","published","DIR","omcToken","","","","coll:omc-002AD","","DIR",""
"omc:002BF","DM","DM","Dual Mono - Uses channels M1, M2","published","DM","omcToken","","","","coll:omc-0025F","","DM",""
"omc:00277","DME","DME","DME audio channel","published","DME","omcToken","","","","coll:omc-002AC","","DME",""
"omc:002C0","DNS","DNS","Discrete Numbered Sources - Uses channels NSC001, NSC002","published","DNS","omcToken","","","","coll:omc-0025F","","DNS",""
"vmc:c-000047","Document","digital.document | physical.document","A human readable object containing text and/or images.","published","Doc | document","alternate | omcToken","","","Production Bible","coll:omc-00033","","digital.document | physical.document",""
"omc:0026F","DV","DV","Descriptive Video audio channel","published","DV","omcToken","","","","coll:omc-002AC","","DV",""
"omc:00270","DX","DX","Dialog audio channel","published","DX","omcToken","","","","coll:omc-002AC","","DX",""
"omc:0006D","editorial","proxy.editorial","A type of video proxy.","published","editorial","omcToken","","","","coll:omc-0002B","","proxy.editorial",""
"omc:0024E","editorial","shot.editorial","A shot that has been marked for editorial use.","published","editorial","omcToken","","","","coll:omc-0002B","","shot.editorial",""
"vmc:c-00002D","Editorial Sequence","sequence.editorial","A Sequence of Editorial Shots linked to creative intent.","published","editorial","omcToken","Typically has a close relationship to narrative intent","editorial","","coll:omc-000FA","","sequence.editorial",""
"vmc:c-000414","Effect","effect","A technique that creates or enhances visual elements in the finished work ","published","effect","omcToken","","","","coll:omc-00117","","effect",""
"vmc:c-000435","Episode","episode","A single Creative Work that is part of Series or Season","published","episode","omcToken","","","","coll:omc-001FB","","episode",""
"vmc:c-000404","Extra","extra","A sentient entity (usually a person, but not always) in the Script whose specific identity is minimally consequential to the narrative.  ","published","extra","omcToken","","","","coll:omc-000A9","","extra",""
"omc:00067","faceCamera","capture.faceCamera","A capture of an actor's face, often used for motion capture.","published","faceCamera","omcToken","","","","coll:omc-0002B","","capture.faceCamera",""
"omc:0013C","female","female","","published","female","omcToken","","","","coll:omc-0013A","","female",""
"omc:00273","FFX","FFX","Filled Effects audio channel","published","FFX","omcToken","","","","coll:omc-002AC","","FFX",""
"vmc:c-000423","Fight","fight","Action in a Narrative Scene that will require involving a specialist such as a Fight Coordinator in the production process.","published","fight","omcToken","","","","coll:omc-00115","","fight",""
"vmc:c-000454","Final Deliverable Audio","finalDeliverable","Playable audio that can be packaged and distributed with a finished Creative Work.","published","finalDeliverable","omcToken","","","","coll:omc-0025E","","finalDeliverable",""
"omc:00260","finalMix","finalMix","A Mix for distribution of the Creative Work.","published","finalMix","omcToken","","","","coll:omc-0025E","","finalMix",""
"omc:001BA","fire","gasOrLiquid.fire","","published","fire","omcToken","","","","coll:omc-001B1","","gasOrLiquid.fire",""
"omc:001B7","fog","gasOrLiquid.fog","","published","fog","omcToken","","","","coll:omc-001B1","","gasOrLiquid.fog",""
"omc:00285","FOL","FOL","Foley audio channel","published","FOL","omcToken","","","","coll:omc-002AC","","FOL",""
"omc:0028D","FS","FS","Footsteps: audio content information.","published","FS","omcToken","","","","coll:omc-002AD","","FS",""
"omc:001C5","fur","organic.fur","","published","fur","omcToken","","","","coll:omc-001B1","","organic.fur",""
"omc:00272","FX","FX","Effects audio channel","published","FX","omcToken","","","","coll:omc-002AC","","FX",""
"omc:001B5","gasOrLiquid","gasOrLiquid","","published","gasOrLiquid","omcToken","","","","coll:omc-001B1","","gasOrLiquid",""
"omc:00193","general","general","","published","general","omcToken","","","","coll:omc-0018C","","general",""
"vmc:c-0003ef","Geometry","geometry","A shape defined in three dimensions.","published","geometry","omcToken","","","","coll:omc-00033","","geometry",""
"vmc:c-000426","Geometry Annotation","annotation","3D elements that provide additional information or commentary on other geometry.","published","annotation","omcToken","","","","coll:omc-0018C","","annotation",""
"vmc:c-0003fe","Geometry Assembly","geometryAssembly","A Composition containing only Geometry information.","published","geometryAssembly","omcToken","","","","coll:omc-000FA","","geometryAssembly",""
"vmc:c-000429","Geometry Collision","collision","Simplified geometry for collision detection and physics simulations.","published","collision","omcToken","","","","coll:omc-0018C","","collision",""
"vmc:c-000428","Geometry Guide","guide","Geometry used as a visual guide or reference in animation and VFX.","published","guide","omcToken","","","","coll:omc-0018C","","guide",""
"vmc:c-000427","Geometry Matte/Paint","matte/paint","Geometry that acts as a background or underlay for visual atmosphere creation.","published","matte/paint","omcToken","","","","coll:omc-0018C","","matte/paint",""
"vmc:c-000425","Geometry Printing","printing","Geometry built as input for a 3D printer process","published","printing","omcToken","","","","coll:omc-0018C","","printing",""
"vmc:c-00042a","Geometry Proxy","proxy","Lower-resolution geometry used for faster pre-visualization and playback.","published","proxy","omcToken","","","","coll:omc-0018C","","proxy",""
"vmc:c-00042b","Geometry Rendering","rendering","Final high-quality visual output of 3D geometry.","published","rendering","omcToken","","","","coll:omc-0018C","","rendering",""
"omc:001BC","glass","inorganic.glass","","published","glass","omcToken","","","","coll:omc-001B1","","inorganic.glass",""
"omc:00281","GRP","GRP","Group audio channel","published","GRP","omcToken","","","","coll:omc-002AC","","GRP",""
"omc:001C4","hair","organic.hair","","published","hair","omcToken","","","","coll:omc-001B1","","organic.hair",""
"omc:0013F","he/him","he/him","","published","he/him","omcToken","","","","coll:omc-00138","","he/him",""
"omc:001A4","heightMap","heightMap","","published","heightMap","omcToken","","","","coll:omc-00198","","heightMap",""
"omc:0029E","HI","HI","Hearing Impaired channel","published","HI","omcToken","","","","coll:omc-0025B","","HI",""
"omc:0026E","HI","HI","Hearing Impaired audio channel","published","HI","omcToken","","","","coll:omc-002AC","","HI",""
"vmc:c-00003B","Image","digital.image | physical.image","A two-dimensional visual representation.","published","image","omcToken","","","","coll:omc-00033","","digital.image | physical.image",""
"vmc:c-00035A","Image Sequence","digital.imageSequence | physical.imageSequence","A temporally ordered sequence of individual images which are the constituent parts of a Moving Image.","published","imageSequence","omcToken","","","","coll:omc-00033","","digital.imageSequence | physical.imageSequence",""
"omc:001B4","inorganic","inorganic","","published","inorganic","omcToken","","","","coll:omc-001B1","","inorganic",""
"omc:0021D","internal","internal","An internal title or code name, not used in commercial release. ","published","internal","omcToken","","","","coll:omc-0021B","","internal",""
"omc:00291","L","L","Left channel","published","L","omcToken","","","","coll:omc-0025B","","L",""
"omc:001AD","latLongEnvironment","latLongEnvironment","","published","latLongEnvironment","omcToken","","","","coll:omc-00199","","latLongEnvironment",""
"omc:0029B","Lc","Lc","Left Center channel","published","Lc","omcToken","","","","coll:omc-0025B","","Lc",""
"omc:0027E","LCM","LCM","Live commentary audio channel","published","LCM","omcToken","","","","coll:omc-002AC","","LCM",""
"omc:001C7","leather","organic.leather","","published","leather","omcToken","","","","coll:omc-001B1","","organic.leather",""
"omc:00188","left","left","","published","left","omcToken","","","","coll:omc-00187","","left",""
"vmc:c-0003BB","Lens Metadata","lensMetadata","Capture-specific details and information about the Lens itself.","published","lensMetadata","omcToken","","","","coll:omc-0002B","","lensMetadata",""
"omc:00294","LFE","LFE","Low Frequency Effects channel","published","LFE","omcToken","","","","coll:omc-0025B","","LFE",""
"omc:002A0","Lh","Lh","Left Height channel","published","Lh","omcToken","","","","coll:omc-0025B","","Lh",""
"omc:00035","lidar","capture.lidar","Light Detecting and Ranging, a capture from a specialized scanning device that creates a point cloud.","published","lidar","omcToken","","","","coll:omc-0002B","","capture.lidar",""
"omc:00299","Lrs","Lrs","Left Rear Surround channel","published","Lrs","omcToken","","","","coll:omc-0025B","","Lrs",""
"omc:002A7","Lrsh","Lrsh","Left Rear Surround Height channel","published","Lrsh","omcToken","","","","coll:omc-0025B","","Lrsh",""
"omc:00295","Ls","Ls","Left Surround channel","published","Ls","omcToken","","","","coll:omc-0025B","","Ls",""
"omc:002A3","Lsh","Lsh","Left Surround Height channel","published","Lsh","omcToken","","","","coll:omc-0025B","","Lsh",""
"omc:00297","Lss","Lss","Left Side Surround channel","published","Lss","omcToken","","","","coll:omc-0025B","","Lss",""
"omc:002A5","Lssh","Lssh","Left Side Surround Height channel","published","Lssh","omcToken","","","","coll:omc-0025B","","Lssh",""
"omc:002BA","Lst","Lst","Left Surround Top","published","Lst","omcToken","","","","coll:omc-0025B","","Lst",""
"omc:002B8","Lt","Lt","Left Total","published","Lt","omcToken","","","","coll:omc-0025B","","Lt",""
"omc:002C6","LtRt","LtRt","Lt-Rt - Uses channels Lt, Rt","published","LtRt","omcToken","","","","coll:omc-0025F","","LtRt",""
"omc:002A9","Lts","Lts","Left Top Surround channel","published","Lts","omcToken","","","","coll:omc-0025B","","Lts",""
"vmc:c-00005E","LUT","color.lut","Look up table","published","lut","omcToken","A look up table is an array, either two or three dimensional, that changes the way an image looks. For example, a LUT can be used to transform an image from one color space to another","editorial","","coll:omc-0002B","","color.lut",""
"omc:002B2","M","M","1.0 Monaural - Uses channel: C","published","M","omcToken","","","","coll:omc-0025F","","M",""
"omc:002B6","M1","M1","Mono One","published","M1","omcToken","","","","coll:omc-0025B","","M1",""
"omc:002B7","M2","M2","Mono Two","published","M2","omcToken","","","","coll:omc-0025B","","M2",""
"omc:0013B","male","male","","published","male","omcToken","","","","coll:omc-0013A","","male",""
"vmc:c-0003f6","Map","map","An image intended to drive or influence a behavior or value within a CG workflow. ","published","map","omcToken","","","","coll:omc-0002B","","map",""
"vmc:c-00041a","Marine","marine","Anything involving work on water or in water-borne craft.  ","published","marine","omcToken","","","","coll:omc-00115","","marine",""
"vmc:c-0003f9","Material","material","Data values and relationships required to describe the look of a CG Asset. ","published","material","omcToken","","","","coll:omc-0002B","","material",""
"omc:00274","ME","ME","Music and Effects audio channel","published","ME","omcToken","","","","coll:omc-002AC","","ME",""
"omc:0017B","mesh","mesh","A geometry type","published","mesh","omcToken","","","","coll:omc-00175","","mesh",""
"omc:00276","MESP","MESP","Music and Effects with Optional audio channel","published","MESP","omcToken","","","","coll:omc-002AC","","MESP",""
"omc:001BD","metal","inorganic.metal","","published","metal","omcToken","","","","coll:omc-001B1","","inorganic.metal",""
"omc:0019C","metalness","metalness","","published","metalness","omcToken","","","","coll:omc-00198","","metalness",""
"omc:0027F","MOS","MOS","Silence audio channel","published","MOS","omcToken","","","","coll:omc-002AC","","MOS",""
"vmc:c-0003CB","Motion Capture","capture.motionCapture | motionCapture","The recording of motion as a stream of digital data.","published","motionCapture","omcToken","","","","coll:omc-0002B | coll:omc-00115","","capture.motionCapture | motionCapture",""
"vmc:c-00043a","Movie","movie","A feature film or other long-from motion picture that first appeared in theatrical exhibition or was released directly to video (home entertainment). If the duration is ≤ 40 minutes, then the record ","published","movie","omcToken","","","","coll:omc-00200","","movie",""
"vmc:c-00003E","Moving Image","digital.movingImage | physical.movingImage","A temporally ordered sequence of Images","published","movingImage","omcToken","","","","coll:omc-00033","","digital.movingImage | physical.movingImage",""
"omc:00271","MX","MX","Music audio channel","published","MX","omcToken","","","","coll:omc-002AC","","MX",""
"vmc:c-000411","Narrative Audio","narrativeAudio","A significant sound in the narrative.","published","narrativeAudio","omcToken","","","","coll:omc-00059","","narrativeAudio",""
"vmc:c-000003","Narrative Context","narrative","Gathers relationships for narrative entities.","published","narrative","omcToken","","","","coll:omc-000B3","","narrative",""
"vmc:c-000407","Narrative Greenery","narrativeGreenery","Plant material and terrain-building material described or implied in the narrative,","published","narrativeGreenery","omcToken","this covers living plants (potted ferns, planted trees, fields of daffodils, etc.) and cut plants (e.g. single flowers, daisy chains, and sprigs of mistletoe) as well as rocks, sand, etc.","editorial","trees","coll:omc-00059 | coll:omc-00111","","narrativeGreenery",""
